market,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,years_to_first_funding
 E-Commerce ,operating,ITA,2.0,2012-10-01,2012-09-01,2013-07-01,1,0,0,0,0,0,0,0,1788830.0,-0.0821917808219178
 Education ,operating,USA,2.0,2012-08-01,2012-01-01,2014-08-21,1,0,0,0,0,0,0,0,3000000.0,-0.5835616438356165
 Software ,operating,JPN,2.0,2008-12-15,2008-01-01,2014-04-02,0,0,0,0,0,0,0,0,4451670.0,-0.9561643835616438
 Apps ,operating,IRL,2.0,2013-01-01,2010-09-01,2014-06-01,0,0,0,0,0,0,0,0,104791.0,-2.336986301369863
 Hardware + Software ,operating,USA,2.0,2000-01-01,1999-12-28,2009-04-07,0,0,0,0,0,0,0,0,34230131.0,-0.010958904109589041
 Social Media ,operating,USA,1.0,2012-06-21,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,25000.0,-0.4712328767123288
 Transportation ,operating,USA,6.0,2012-01-01,2009-06-01,2014-04-02,1,1,1,1,0,0,0,0,332500000.0,-2.5863013698630137
 Curated Web ,acquired,USA,1.0,2008-04-17,2007-04-16,2007-04-16,0,0,0,0,0,0,0,0,110000.0,-1.0054794520547945
 Apps ,operating,USA,4.0,2011-09-19,2010-05-01,2014-02-21,0,1,1,0,0,0,0,0,20500000.0,-1.3863013698630138
 Search ,operating,USA,2.0,2007-03-01,2006-01-01,2007-01-01,1,1,0,0,0,0,0,0,21000000.0,-1.1616438356164382
 E-Commerce ,operating,USA,2.0,2011-03-01,2011-01-01,2011-06-24,0,0,0,0,0,0,0,0,100000.0,-0.16164383561643836
 Communications Infrastructure ,operating,GBR,2.0,2014-02-12,2013-01-01,2014-10-16,0,0,0,0,0,0,0,0,2800000.0,-1.115068493150685
 Messaging ,acquired,USA,2.0,2010-02-07,2010-01-01,2011-05-13,0,0,0,0,0,0,0,0,1100000.0,-0.10136986301369863
 Developer APIs ,operating,FRA,4.0,2010-08-10,2010-01-01,2014-03-24,1,0,0,0,0,0,0,0,6613410.0,-0.6054794520547945
 E-Commerce ,operating,DNK,1.0,2008-11-01,2008-10-01,2008-10-01,0,0,0,0,0,0,0,0,350000.0,-0.08493150684931507
 Web Hosting ,operating,NGA,1.0,2008-01-01,2005-08-23,2005-08-23,0,0,0,0,0,0,0,0,10000000.0,-2.3589041095890413
 Games ,operating,GBR,2.0,2011-11-01,2011-08-01,2012-06-07,0,0,0,0,0,0,0,0,1550000.0,-0.25205479452054796
 Curated Web ,operating,ESP,1.0,2009-11-20,2009-10-15,2009-10-15,0,0,0,0,0,0,0,0,29728.0,-0.09863013698630137
 E-Commerce ,operating,GBR,3.0,2012-06-01,2012-04-02,2014-05-22,0,0,0,0,0,0,0,0,1073412.0,-0.1643835616438356
 Tracking ,operating,USA,2.0,2012-08-01,2012-02-24,2014-07-15,0,0,0,0,0,0,0,0,2100000.0,-0.43561643835616437
 Market Research ,operating,AZE,2.0,2013-05-01,2013-03-15,2014-03-01,0,0,0,0,0,0,0,0,162000.0,-0.12876712328767123
 Health Care Information Technology ,operating,CAN,2.0,2012-03-20,2011-06-01,2013-02-28,0,0,0,0,0,0,0,0,140000.0,-0.8027397260273973
 Android ,acquired,USA,6.0,2007-02-08,2007-01-01,2013-06-19,1,1,1,0,0,0,0,0,23650000.0,-0.10410958904109589
 Curated Web ,closed,USA,2.0,2007-09-01,2007-01-01,2007-09-01,0,0,0,0,0,0,0,0,13300.0,-0.6657534246575343
 Databases ,operating,FIN,4.0,2010-10-01,2010-09-27,2013-10-23,1,1,0,0,0,0,0,0,28500000.0,-0.010958904109589041
 Hospitality ,operating,KOR,3.0,2012-06-20,2012-04-17,2013-05-30,0,0,0,0,0,0,0,0,177343.0,-0.17534246575342466
 Advertising ,operating,USA,4.0,1994-01-01,1990-11-30,2003-09-30,1,1,0,1,0,0,0,0,28150000.0,-3.0904109589041098
 Software ,operating,USA,6.0,2010-03-01,2010-01-01,2013-01-01,0,0,0,0,0,0,0,0,1473000.0,-0.16164383561643836
 Finance Technology ,operating,GBR,1.0,2011-01-01,2010-10-01,2010-10-01,0,0,0,0,0,0,0,0,2531304.0,-0.25205479452054796
 Marketplaces ,closed,USA,1.0,2012-01-01,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,1000000.0,-0.4191780821917808
 Enterprise Software ,operating,USA,6.0,2003-01-01,2002-01-01,2013-04-10,1,1,1,1,1,0,0,0,73563361.0,-1.0
 Social Media ,closed,USA,2.0,2009-05-01,2009-04-01,2009-10-01,0,0,0,0,0,0,0,0,20000.0,-0.0821917808219178
 Games ,closed,USA,1.0,2011-12-01,2011-01-15,2011-01-15,0,0,0,0,0,0,0,0,120000.0,-0.8767123287671232
 Big Data ,operating,USA,3.0,2013-06-04,2012-10-15,2014-06-29,0,0,0,0,0,0,0,0,3400000.0,-0.6356164383561644
 Facebook Applications ,operating,IRL,2.0,2012-04-01,2012-02-26,2012-11-07,0,1,0,0,0,0,0,0,736443.0,-0.0958904109589041
 Social Media Marketing ,operating,USA,1.0,2013-10-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,800000.0,-3.750684931506849
 Mobile ,operating,GBR,1.0,2008-09-06,2007-12-01,2007-12-01,0,0,0,0,0,0,0,0,250000.0,-0.7671232876712328
 E-Commerce ,operating,BRA,2.0,2011-09-12,2011-04-10,2012-11-16,0,0,0,0,0,0,0,0,240000.0,-0.4246575342465753
 Real Estate ,operating,USA,1.0,2014-01-01,2013-10-26,2013-10-26,0,0,0,0,0,0,0,0,1000.0,-0.18356164383561643
 Wealth Management ,operating,CHE,3.0,2012-11-01,2011-05-01,2013-04-01,1,0,0,0,0,0,0,0,2950000.0,-1.5068493150684932
 Health Care ,operating,USA,3.0,2012-06-01,2012-05-31,2014-06-17,0,0,0,0,0,0,0,0,7900000.0,-0.0027397260273972603
 Health Care Information Technology ,operating,USA,1.0,2014-02-07,2013-12-01,2013-12-01,0,0,0,0,0,0,0,0,5000.0,-0.1863013698630137
 News ,operating,USA,2.0,2008-12-17,2008-12-01,2010-12-30,0,0,0,0,0,0,0,0,310000.0,-0.043835616438356165
 Consulting ,operating,USA,1.0,2004-01-01,1994-12-30,1994-12-30,1,0,0,0,0,0,0,0,3350000.0,-9.01095890410959
 News ,closed,CAN,3.0,2006-05-01,2006-01-01,2008-04-17,1,0,0,0,0,0,0,0,5200000.0,-0.3287671232876712
 Digital Media ,operating,SRB,2.0,2013-09-05,2013-09-01,2014-03-01,0,0,0,0,0,0,0,0,85761.0,-0.010958904109589041
 Health Care ,operating,USA,2.0,2011-01-01,2010-07-07,2011-08-22,1,0,0,0,0,0,0,0,2300000.0,-0.4876712328767123
 Software ,operating,ISR,2.0,2012-08-16,2012-05-15,2013-09-23,0,0,0,0,0,0,0,0,1000000.0,-0.2547945205479452
 Social Media ,operating,USA,1.0,2011-06-01,2011-05-01,2011-05-01,0,0,0,0,0,0,0,0,15000.0,-0.08493150684931507
 Games ,operating,USA,3.0,2009-03-20,2005-01-01,2007-09-01,0,1,1,0,0,0,0,0,10200000.0,-4.2164383561643834
 Curated Web ,operating,CHN,1.0,2014-03-31,2014-03-23,2014-03-23,1,0,0,0,0,0,0,0,8130000.0,-0.021917808219178082
 Photography ,operating,USA,4.0,2012-01-01,2011-01-01,2014-11-21,1,0,0,0,0,0,0,0,6718000.0,-1.0
 Productivity Software ,operating,CHE,3.0,2009-01-23,2009-01-01,2012-02-15,0,0,0,0,0,0,0,0,2700000.0,-0.06027397260273973
 iPhone ,operating,USA,1.0,2014-07-01,2014-06-01,2014-06-01,0,0,0,0,0,0,0,0,50000.0,-0.0821917808219178
 Education ,operating,GBR,5.0,2010-09-10,2010-09-01,2012-12-07,1,0,0,0,0,0,0,0,6278000.0,-0.024657534246575342
 Enterprise Software ,operating,USA,1.0,2013-04-10,2012-12-15,2012-12-15,0,0,0,0,0,0,0,0,760000.0,-0.3178082191780822
 Recruiting ,operating,DEU,1.0,2012-05-31,2011-09-01,2011-09-01,0,0,0,0,0,0,0,0,357125.0,-0.7479452054794521
 Archiving ,operating,GBR,1.0,2008-07-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,165543.0,-0.4986301369863014
 iPhone ,operating,USA,1.0,2007-03-01,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,200000.0,-0.16164383561643836
 Water ,operating,USA,1.0,2014-01-01,2013-04-01,2013-04-01,0,0,0,0,0,0,0,0,150000.0,-0.7534246575342466
 Hardware + Software ,operating,DEU,1.0,2005-10-08,2005-01-01,2005-01-01,0,0,0,0,0,0,0,0,340525.0,-0.7671232876712328
 Kinect ,operating,DEU,1.0,2010-03-10,2010-02-01,2010-02-01,0,0,0,0,0,0,0,0,139130.0,-0.10136986301369863
 Analytics ,operating,USA,2.0,2012-09-05,2012-06-06,2013-06-05,0,0,0,0,0,0,0,0,70000.0,-0.2493150684931507
 Match-Making ,operating,PER,1.0,2013-07-01,2013-06-01,2013-06-01,0,0,0,0,0,0,0,0,660000.0,-0.0821917808219178
 Curated Web ,operating,GBR,1.0,2013-07-01,2013-04-01,2013-04-01,0,0,0,0,0,0,0,0,38471.0,-0.2493150684931507
 Homeless Shelter ,operating,ESP,1.0,2011-01-01,2010-05-12,2010-05-12,0,0,0,0,0,0,0,0,1260000.0,-0.6410958904109589
 Local Businesses ,operating,DEU,5.0,2011-11-21,2010-01-01,2012-11-01,0,0,0,0,0,0,0,0,700094.0,-1.8876712328767122
 iOS ,operating,USA,2.0,2012-05-01,2010-02-23,2012-02-08,0,0,0,0,0,0,0,0,327000.0,-2.186301369863014
 Software ,operating,USA,1.0,2013-06-06,2013-05-19,2013-05-19,0,0,0,0,0,0,0,0,2000.0,-0.049315068493150684
 Enterprise Software ,operating,USA,5.0,2009-01-01,2007-02-01,2013-06-17,0,1,0,0,0,0,0,0,14850000.0,-1.917808219178082
 Finance ,acquired,USA,5.0,2011-11-25,2006-10-01,2009-08-12,1,1,1,0,0,0,0,0,31775000.0,-5.153424657534247
 Messaging ,operating,ROM,2.0,2013-05-01,2013-03-31,2013-03-31,0,0,0,0,0,0,0,0,20000.0,-0.08493150684931507
 Photography ,operating,USA,3.0,2014-01-07,2013-08-01,2014-02-20,0,0,0,0,0,0,0,0,650000.0,-0.43561643835616437
 3D Printing ,operating,USA,5.0,2013-03-18,2011-12-01,2014-04-15,0,0,0,0,0,0,0,0,2628000.0,-1.295890410958904
 Video ,operating,USA,2.0,2007-01-01,2006-01-01,2009-02-03,1,1,0,0,0,0,0,0,10500000.0,-1.0
 Curated Web ,acquired,USA,3.0,2007-05-01,2007-01-01,2008-02-01,1,1,0,0,0,0,0,0,3500000.0,-0.3287671232876712
 Enterprise Software ,acquired,USA,4.0,1999-04-01,1997-07-31,2000-04-18,1,1,0,0,0,0,0,0,5450000.0,-1.6684931506849314
 Games ,operating,RUS,1.0,2013-05-01,2013-04-01,2013-04-01,0,0,0,0,0,0,0,0,100000.0,-0.0821917808219178
 Software ,operating,DEU,2.0,2009-11-13,2009-10-01,2010-12-30,0,0,0,0,0,0,0,0,145390.0,-0.1178082191780822
 Kids ,operating,USA,1.0,2011-01-04,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,100000.0,-0.00821917808219178
 Mobile ,operating,USA,5.0,2012-01-01,2011-04-22,2014-05-19,0,0,0,0,0,0,0,0,3130473.0,-0.6958904109589041
 Public Relations ,operating,FRA,2.0,2005-12-06,2005-11-03,2007-05-10,1,0,0,0,0,0,0,0,791080.0,-0.09041095890410959
 Mobile Commerce ,operating,USA,2.0,2013-01-01,2010-05-01,2011-02-25,1,0,0,0,0,0,0,0,6000000.0,-2.673972602739726
 Mobile ,operating,CAN,1.0,2009-11-16,2009-01-13,2009-01-13,0,0,0,0,0,0,0,0,500000.0,-0.8410958904109589
 Mobile ,operating,USA,5.0,2011-04-07,2011-03-29,2014-11-12,1,1,0,0,0,0,0,0,28000000.0,-0.024657534246575342
 Games ,operating,USA,7.0,2003-11-01,2001-06-30,2013-04-01,1,1,1,1,0,0,0,0,142799000.0,-2.33972602739726
 Mobile ,operating,ESP,16.0,2008-05-01,2008-04-01,2013-12-23,0,0,0,0,0,0,0,0,4845320.0,-0.0821917808219178
 Mobile ,operating,IND,3.0,2006-12-12,2006-12-01,2014-01-14,0,0,0,0,0,0,0,0,3400000.0,-0.030136986301369864
 Web Hosting ,operating,USA,1.0,2009-10-01,2009-09-09,2009-09-09,0,0,0,0,0,0,0,0,50000.0,-0.06027397260273973
 Fashion ,operating,USA,4.0,2010-08-01,2010-06-23,2013-12-27,0,1,1,1,0,0,0,0,78414215.0,-0.10684931506849316
 Health Care Information Technology ,operating,USA,6.0,2010-02-01,2010-01-21,2014-11-11,0,0,1,1,0,0,0,0,55165995.0,-0.030136986301369864
 Mobile ,operating,USA,6.0,2008-05-05,2008-01-01,2013-08-08,1,1,0,0,0,0,0,0,45799999.0,-0.3424657534246575
 Cars ,operating,USA,4.0,2010-03-01,2010-02-01,2013-03-21,1,0,0,0,0,0,0,0,6457640.0,-0.07671232876712329
 Universities ,operating,ITA,1.0,2013-03-06,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,20000.0,-0.17534246575342466
 Biotechnology ,operating,JPN,5.0,2013-05-01,2013-02-07,2014-09-27,1,0,0,0,0,0,0,0,2031932.0,-0.2273972602739726
 Curated Web ,closed,USA,2.0,2008-01-01,2007-01-01,2008-01-01,1,1,0,0,0,0,0,0,55600000.0,-1.0
 Social Media ,operating,USA,1.0,2013-04-01,2012-02-01,2012-02-01,0,0,0,0,0,0,0,0,350000.0,-1.1643835616438356
 Nightlife ,operating,FRA,2.0,2009-10-15,2009-10-12,2013-03-27,0,0,0,0,0,0,0,0,135668.0,-0.00821917808219178
 Marketplaces ,operating,FRA,2.0,2013-06-19,2013-02-01,2013-11-01,0,0,0,0,0,0,0,0,612329.0,-0.3780821917808219
 Testing ,operating,USA,6.0,2008-03-01,2008-01-01,2013-12-06,1,1,1,0,0,0,0,0,46087662.0,-0.1643835616438356
 Finance ,operating,DEU,2.0,2012-11-01,2012-01-01,2012-08-01,1,0,0,0,0,0,0,0,1731783.0,-0.8356164383561644
 Analytics ,operating,USA,1.0,2011-09-01,2011-01-24,2011-01-24,0,0,0,0,0,0,0,0,10000000.0,-0.6027397260273972
 Games ,operating,USA,1.0,2008-04-23,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,100000.0,-0.3095890410958904
 Internet of Things ,operating,NOR,1.0,2013-12-12,2013-01-27,2013-01-27,0,0,0,0,0,0,0,0,4000.0,-0.873972602739726
 Mobile Advertising ,acquired,USA,4.0,2010-09-09,2010-09-01,2012-09-20,1,1,0,0,0,0,0,0,18500000.0,-0.021917808219178082
 Mobile ,operating,USA,1.0,1984-08-12,1984-01-01,1984-01-01,0,0,0,0,0,0,0,0,100000.0,-0.6136986301369863
 Education ,operating,USA,2.0,2010-09-15,2008-01-01,2013-07-14,0,0,0,0,0,0,0,0,7000000.0,-2.706849315068493
 Games ,operating,CHN,3.0,2010-05-10,2008-06-01,2010-08-01,1,1,1,0,0,0,0,0,14688086.0,-1.9397260273972603
 Android ,closed,USA,2.0,2010-01-01,2009-01-01,2012-04-01,0,0,0,0,0,0,0,0,350000.0,-1.0
 Travel ,operating,ESP,1.0,2011-06-20,2011-06-01,2011-06-01,0,0,0,0,0,0,0,0,288160.0,-0.052054794520547946
 Curated Web ,operating,CAN,5.0,2012-01-01,2011-07-25,2014-01-23,0,0,0,0,0,0,0,0,1040000.0,-0.4383561643835616
 Video ,closed,USA,1.0,2010-02-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,2150000.0,-0.08493150684931507
 Television ,operating,USA,1.0,2012-07-01,2012-05-10,2012-05-10,0,1,0,0,0,0,0,0,7000000.0,-0.14246575342465753
 Software ,operating,KOR,1.0,2013-11-28,2013-09-10,2013-09-10,0,0,0,0,0,0,0,0,91914.0,-0.21643835616438356
 Design ,operating,FRA,1.0,2013-03-01,2012-12-21,2012-12-21,0,0,0,0,0,0,0,0,66096.0,-0.1917808219178082
 Music ,operating,USA,2.0,2007-05-01,2007-04-01,2009-10-19,1,0,0,0,0,0,0,0,1500000.0,-0.0821917808219178
 Games ,operating,USA,1.0,2014-06-01,2014-03-10,2014-03-10,0,0,0,0,0,0,0,0,48000.0,-0.2273972602739726
 Sports ,operating,USA,1.0,2011-08-16,2011-03-01,2011-03-01,0,0,0,0,0,0,0,0,100000.0,-0.4602739726027397
 Web Design ,operating,USA,3.0,1999-12-01,1999-01-01,2007-01-01,0,0,0,0,0,0,0,0,350000.0,-0.915068493150685
 Mobile ,operating,USA,2.0,2011-04-20,2011-04-10,2012-07-16,0,0,0,0,0,0,0,0,85000.0,-0.0273972602739726
 Music ,operating,KOR,1.0,2013-06-27,2013-05-31,2013-05-31,0,0,0,0,0,0,0,0,30968.0,-0.07397260273972603
 Biotechnology ,operating,USA,1.0,2014-03-15,2013-12-08,2013-12-08,0,0,0,0,0,0,0,0,2000000.0,-0.26575342465753427
 Networking ,closed,SGP,2.0,2010-02-01,2008-09-08,2011-05-24,1,1,0,0,0,0,0,0,15107000.0,-1.4
 Social Television ,operating,CHE,1.0,2014-07-11,2014-05-01,2014-05-01,0,0,0,0,0,0,0,0,118039.0,-0.19452054794520549
 3D ,operating,GBR,2.0,2007-02-01,2007-01-01,2008-08-01,1,0,0,0,0,0,0,0,19679275.0,-0.08493150684931507
 E-Commerce ,operating,GBR,1.0,2012-11-01,2008-02-01,2008-02-01,0,0,0,0,0,0,0,0,150000.0,-4.7534246575342465
 Social Media ,operating,USA,1.0,2010-03-23,2007-05-01,2007-05-01,0,0,0,0,0,0,0,0,1500000.0,-2.8958904109589043
 Staffing Firms ,operating,GBR,1.0,2009-04-01,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,620968.0,-0.2465753424657534
 Software ,operating,SGP,5.0,2013-01-01,2012-02-01,2014-01-27,0,0,0,0,0,0,0,0,525000.0,-0.9178082191780822
 Content ,operating,ZAF,1.0,2010-02-14,2008-02-14,2008-02-14,0,0,0,0,0,0,0,0,200000.0,-2.0027397260273974
 Social Media ,operating,ISR,5.0,2005-01-01,2004-01-01,2012-11-28,1,1,1,1,1,0,0,0,49000000.0,-1.0027397260273974
 Web Tools ,closed,GBR,7.0,2009-08-01,2009-01-01,2012-01-01,0,0,0,0,0,0,0,0,1094162.0,-0.5808219178082191
 Games ,acquired,USA,3.0,2007-01-01,2006-11-15,2007-11-15,0,0,0,0,0,0,0,0,430000.0,-0.12876712328767123
 Social Media ,closed,GBR,2.0,2008-04-01,2008-01-01,2008-05-13,0,0,0,0,0,0,0,0,292384.0,-0.2493150684931507
 Hotels ,operating,IND,1.0,2011-05-12,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,200000.0,-1.358904109589041
 Facebook Applications ,operating,IND,1.0,2012-04-01,2011-10-01,2011-10-01,0,0,0,0,0,0,0,0,250000.0,-0.5013698630136987
 Collaborative Consumption ,operating,KOR,4.0,2012-02-16,2011-12-01,2014-06-19,1,0,0,0,0,0,0,0,1371646.0,-0.21095890410958903
 Marketplaces ,operating,MYS,1.0,2011-09-01,2010-12-01,2010-12-01,0,0,0,0,0,0,0,0,10000.0,-0.7506849315068493
 E-Commerce ,operating,USA,1.0,2012-10-31,2012-10-01,2012-10-01,0,0,0,0,0,0,0,0,250000.0,-0.0821917808219178
 Entertainment ,operating,MMR,1.0,2013-06-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,500000.0,-0.4136986301369863
 Curated Web ,operating,USA,6.0,2006-01-01,2005-05-01,2012-04-19,1,1,1,1,0,0,0,0,32800000.0,-0.6712328767123288
 Social Network Media ,operating,ESP,5.0,2010-07-30,2010-06-01,2013-11-01,0,0,0,0,0,0,0,0,694704.0,-0.16164383561643836
 Biotechnology ,operating,NLD,3.0,2013-01-01,2012-01-01,2014-11-06,0,0,0,0,0,0,0,0,11610972.0,-1.0027397260273974
 E-Commerce ,operating,USA,1.0,2013-01-01,2012-09-01,2012-09-01,0,0,0,0,0,0,0,0,17000.0,-0.33424657534246577
 Software ,operating,USA,1.0,2011-10-29,2011-10-26,2011-10-26,0,0,0,0,0,0,0,0,45000.0,-0.00821917808219178
 Internet ,operating,POL,2.0,2010-04-01,2010-01-01,2012-01-01,0,0,0,0,0,0,0,0,470000.0,-0.2465753424657534
 Mobile ,operating,IND,2.0,2013-01-22,2012-11-20,2012-11-20,0,0,0,0,0,0,0,0,115000.0,-0.1726027397260274
 Enterprise Software ,operating,USA,5.0,2012-01-17,2012-01-01,2014-11-04,1,1,0,0,0,0,0,0,21800000.0,-0.043835616438356165
 Software ,operating,USA,4.0,2013-01-01,2012-10-03,2014-10-31,0,0,0,0,0,0,0,0,110000000.0,-0.2465753424657534
 Semiconductors ,operating,USA,2.0,2013-01-01,2012-07-25,2014-05-18,0,0,0,0,0,0,0,0,140000000.0,-0.4383561643835616
 News ,closed,USA,1.0,2007-06-22,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,200000.0,-0.4712328767123288
 Health Care ,operating,USA,3.0,2013-01-03,2012-09-01,2014-06-30,0,0,0,0,0,0,0,0,870000.0,-0.33972602739726027
 Maps ,operating,USA,2.0,2010-07-12,2009-08-01,2012-07-16,1,0,0,0,0,0,0,0,4241446.0,-0.9452054794520548
 News ,closed,NZL,2.0,2010-07-30,2010-07-21,2010-08-20,0,0,1,1,0,0,0,0,18000000.0,-0.024657534246575342
 Advertising ,operating,USA,2.0,2013-02-01,2011-05-01,2013-05-02,0,0,0,0,0,0,0,0,100000.0,-1.7589041095890412
 Advertising ,operating,IND,1.0,2013-10-04,2013-08-11,2013-08-11,0,0,0,0,0,0,0,0,10000.0,-0.14794520547945206
 Marketing Automation ,operating,USA,2.0,2012-08-01,2012-07-01,2014-02-01,0,0,0,0,0,0,0,0,1300000.0,-0.08493150684931507
 Curated Web ,operating,TUR,1.0,2012-06-06,2012-06-01,2012-06-01,0,0,0,0,0,0,0,0,134649.0,-0.0136986301369863
 Social Media ,closed,CAN,1.0,2010-01-01,2007-09-01,2007-09-01,0,0,0,0,0,0,0,0,1000000.0,-2.336986301369863
 Curated Web ,operating,USA,1.0,2009-05-01,2009-04-01,2009-04-01,0,0,0,0,0,0,0,0,100000.0,-0.0821917808219178
 Technology ,operating,USA,4.0,2011-02-01,2010-02-01,2013-07-09,0,0,0,0,0,0,0,0,2323000.0,-1.0
 Biotechnology ,operating,USA,4.0,2003-01-01,2001-08-22,2013-01-03,0,0,0,1,1,1,0,0,60271500.0,-1.3616438356164384
 Bitcoin ,operating,USA,1.0,2014-05-01,2014-01-30,2014-01-30,0,0,0,0,0,0,0,0,100000.0,-0.2493150684931507
 Home Renovation ,operating,USA,4.0,2009-06-06,2009-01-01,2013-03-20,0,0,0,0,0,0,0,0,726000.0,-0.4273972602739726
 Internet ,acquired,USA,3.0,2000-05-01,2000-04-30,2003-09-09,0,0,1,0,0,0,0,0,1100000.0,-0.0027397260273972603
 Software ,operating,CHE,2.0,2012-10-30,2012-08-01,2012-10-01,0,0,0,0,0,0,0,0,120000.0,-0.2465753424657534
 Crowdsourcing ,operating,USA,1.0,2014-01-14,2014-01-06,2014-01-06,0,0,0,0,0,0,0,0,100000.0,-0.021917808219178082
 Semiconductors ,operating,USA,5.0,2008-06-12,2008-04-09,2013-06-26,0,0,1,1,0,0,0,0,43000000.0,-0.17534246575342466
 Video ,acquired,USA,4.0,2007-03-01,2007-01-01,2010-12-29,1,1,1,0,0,0,0,0,27063781.0,-0.16164383561643836
 Biotechnology ,operating,USA,4.0,2010-11-01,2010-01-01,2014-10-14,0,1,0,0,0,0,0,0,6175029.0,-0.8328767123287671
 Web Development ,operating,USA,1.0,2012-12-01,2012-11-30,2012-11-30,0,0,0,0,0,0,0,0,500000.0,-0.0027397260273972603
 Career Planning ,acquired,USA,3.0,2006-03-05,2006-01-01,2010-12-03,1,1,0,0,0,0,0,0,13000000.0,-0.1726027397260274
 Health Care Information Technology ,operating,USA,1.0,2014-07-01,2013-03-01,2013-03-01,0,0,0,0,0,0,0,0,130000.0,-1.3342465753424657
 Social Network Media ,operating,HUN,1.0,2010-10-03,2010-10-01,2010-10-01,0,0,0,0,0,0,0,0,10000.0,-0.005479452054794521
 Software ,acquired,ISR,1.0,2009-05-19,2008-12-14,2008-12-14,0,0,0,0,0,0,0,0,5000000.0,-0.4273972602739726
 Fashion ,operating,USA,2.0,2012-09-10,2012-08-27,2013-12-02,0,0,0,0,0,0,0,0,334171.0,-0.038356164383561646
 Hardware + Software ,operating,USA,2.0,2012-06-01,2012-02-01,2012-12-19,0,0,0,0,0,0,0,0,25000.0,-0.3315068493150685
 Ediscovery ,operating,USA,1.0,2008-08-01,2007-10-01,2007-10-01,0,0,0,0,0,0,0,0,426960.0,-0.8356164383561644
 Biotechnology ,operating,USA,2.0,2010-10-01,2010-06-02,2014-04-17,0,1,0,0,0,0,0,0,20932000.0,-0.3315068493150685
 Manufacturing ,operating,CHN,1.0,2008-02-01,2008-01-24,2008-01-24,1,0,0,0,0,0,0,0,1000000.0,-0.021917808219178082
 Financial Services ,operating,GBR,2.0,2012-09-08,2012-09-01,2014-10-20,0,0,0,0,0,0,0,0,605000.0,-0.019178082191780823
 Human Resources ,operating,FIN,1.0,2011-01-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,71683.0,-1.0
 Mobile ,operating,KOR,1.0,2010-03-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,17215.0,-0.16164383561643836
 Software ,operating,IRL,3.0,2013-01-01,2012-01-01,2014-08-05,0,0,0,0,0,0,0,0,1121650.0,-1.0027397260273974
 Photography ,closed,GBR,3.0,2006-08-01,2006-01-01,2009-07-01,0,0,0,0,0,0,0,0,2299586.0,-0.5808219178082191
 Software ,operating,USA,2.0,2013-08-21,2013-04-01,2014-09-25,0,0,0,0,0,0,0,0,250000.0,-0.38904109589041097
 Software ,operating,USA,3.0,2008-08-01,2008-05-01,2013-10-20,1,0,0,0,0,0,0,0,8015000.0,-0.25205479452054796
 Hotels ,operating,NOR,3.0,2010-03-17,2010-03-01,2011-11-01,0,0,0,0,0,0,0,0,1600000.0,-0.043835616438356165
 Finance ,operating,IRL,2.0,2011-03-13,2010-01-01,2011-08-20,0,0,0,0,0,0,0,0,541296.0,-1.1945205479452055
 Peer-to-Peer ,operating,ARG,1.0,2011-09-26,2011-06-01,2011-06-01,0,0,0,0,0,0,0,0,100000.0,-0.32054794520547947
 Music ,operating,CHE,2.0,2010-08-15,2007-09-15,2011-02-01,0,0,0,0,0,0,0,0,6600000.0,-2.9178082191780823
 Freelancers ,operating,USA,1.0,2010-01-01,2009-02-01,2009-02-01,0,0,0,0,0,0,0,0,250000.0,-0.915068493150685
 Social Media ,operating,CAN,1.0,2013-07-27,2013-06-01,2013-06-01,0,0,0,0,0,0,0,0,350000.0,-0.15342465753424658
 Interest Graph ,closed,USA,2.0,2011-06-01,2010-01-01,2013-05-01,1,0,0,0,0,0,0,0,3175000.0,-1.4136986301369863
 Curated Web ,operating,USA,1.0,1998-11-28,1998-01-01,1998-01-01,0,0,0,0,0,0,0,0,100000.0,-0.9068493150684932
 Security ,operating,USA,2.0,2009-09-01,2009-01-01,2014-06-17,0,0,0,0,0,0,0,0,12600000.0,-0.6657534246575343
 Publishing ,operating,USA,1.0,2014-05-14,2014-01-01,2014-01-01,0,0,0,0,0,0,0,0,10000.0,-0.3643835616438356
 Credit ,operating,USA,8.0,2007-01-01,2006-01-01,2014-03-06,1,1,1,1,1,0,0,0,409000000.0,-1.0
